Name,Position,Age,Height,Weight,Salary,League
Mark Nzeocha,LB,27,75,240,"$506,471.00 ",NFL
Markus Golden,LB,26,75,260,"$791,212.00 ",NFL
Markus Wheaton,WR,26,71,185,"$3,000,000.00 ",NFL
Marlon Humphrey,CB,21,72,197,"$465,000.00 ",NFL
Marlon Mack,RB,21,71,210,"$465,000.00 ",NFL
Marqise Lee,WR,26,72,196,"$1,125,549.00 ",NFL
Marquel Lee,LB,22,75,235,"$465,000.00 ",NFL
Marquette King,P,29,72,195,"$2,400,000.00 ",NFL
Marqui Christian,S,23,71,200,"$540,000.00 ",NFL
Marquis Flowers,LB,25,75,250,"$690,000.00 ",NFL
Marquise Goodwin,WR,27,69,179,"$1,950,000.00 ",NFL
Marshal Yanda,G,33,75,305,"$6,000,000.00 ",NFL
Marshall Newhouse,OT,29,76,330,"$1,050,000.00 ",NFL
Marshawn Lynch,RB,31,71,215,"$1,350,000.00 ",NFL
Marshon Lattimore,CB,21,72,192,"$465,000.00 ",NFL
Martavis Bryant,WR,26,76,211,"$615,000.00 ",NFL
Martellus Bennett,TE,30,78,275,"$900,000.00 ",NFL
Martrell Spaight,LB,24,72,243,"$615,000.00 ",NFL
Martrell Spaight,LB,24,72,243,"$615,000.00 ",NFL
Marvin Hall,WR,24,70,190,"$328,236.00 ",NFL
Marwin Evans,S,24,71,211,"$540,000.00 ",NFL
Mason Crosby,PK,33,73,207,"$1,000,000.00 ",NFL
Mason Foster,LB,28,73,250,"$1,225,000.00 ",NFL
Mason Foster,LB,28,73,250,"$1,225,000.00 ",NFL
Matt Breida,RB,22,70,190,"$465,000.00 ",NFL
Matt Bryant,PK,42,69,203,"$1,450,000.00 ",NFL
Matt Feiler,OT,25,78,330,"$465,000.00 ",NFL
Matt Forte,RB,32,74,218,"$4,000,000.00 ",NFL
Matt Hazel,WR,25,73,195,"$95,294.00 ",NFL
Matt Jones,RB,24,74,239,"$542,647.00 ",NFL
Matt Kalil,OT,28,79,315,"$1,000,000.00 ",NFL
Matt Lengel,TE,27,79,266,"$317,647.00 ",NFL
Matt Longacre,DE,26,75,255,"$615,000.00 ",NFL
Matt Milano,LB,23,72,223,"$465,000.00 ",NFL
Matt Overton,LS,32,73,243,"$775,000.00 ",NFL
Matt Prater,PK,33,70,201,"$3,150,000.00 ",NFL
Matt Prater,PK,33,70,201,"$3,150,000.00 ",NFL
Matt Ryan,QB,32,76,217,"$15,750,000.00 ",NFL
Matt Skura,C,24,75,313,"$410,294.00 ",NFL
Matt Slauson,C,31,77,315,"$2,000,000.00 ",NFL
Matt Tobin,OT,27,78,303,"$850,000.00 ",NFL
Matthew Dayes,RB,23,68,205,"$465,000.00 ",NFL
Matthew Stafford,QB,29,75,220,"$1,000,000.00 ",NFL
Matthew Stafford,QB,29,75,220,"$1,000,000.00 ",NFL
Matthias Farley,S,25,71,209,"$540,000.00 ",NFL
Maurice Canady,CB,23,73,193,"$363,000.00 ",NFL
Maurice Harris,WR,25,75,200,"$218,824.00 ",NFL
Maurice Harris,WR,25,75,200,"$218,824.00 ",NFL
Maurkice Pouncey,C,28,76,304,"$7,500,000.00 ",NFL
Max McCaffrey,WR,23,74,200,"$465,000.00 ",NFL
Max Tuerk,C,23,77,298,"$254,118.00 ",NFL
Max Unger,C,31,77,305,"$1,700,000.00 ",NFL
Maxx Williams,TE,23,76,257,"$803,431.00 ",NFL
Melvin Gordon,RB,24,73,215,"$1,404,980.00 ",NFL
Melvin Ingram,LB,28,74,247,"$5,000,000.00 ",NFL
Micah Hyde,S,26,72,197,"$2,300,000.00 ",NFL
Michael Bennett,DT,24,74,287," PlayerMichael Bennett    $6,500,000 Michael Bennett      $540,000 Name: Cap Hit, dtype: object ",NFL
Michael Bennett,DE,32,76,274," PlayerMichael Bennett    $6,500,000 Michael Bennett      $540,000 Name: Cap Hit, dtype: object ",NFL
Michael Brockers,DT,27,77,302,"$1,250,000.00 ",NFL
Michael Burton,FB,25,72,240,"$615,000.00 ",NFL
Michael Campanaro,WR,26,69,191,"$700,000.00 ",NFL
Michael Clark,WR,22,78,217,"$136,765.00 ",NFL
Michael Crabtree,WR,30,73,215,"$6,250,000.00 ",NFL
Michael Floyd,WR,28,75,220,"$887,058.00 ",NFL
Michael Floyd,WR,28,75,220,"$887,058.00 ",NFL
Michael Hoomanawanui,TE,29,76,265,"$1,350,000.00 ",NFL
Michael Johnson,DE,30,79,280,"$3,550,000.00 ",NFL
Michael Mauti,LB,27,74,243,"$501,471.00 ",NFL
Michael Ola,OT,29,77,312,"$397,941.00 ",NFL
Michael Palardy,P,25,71,200,"$540,000.00 ",NFL
Michael Pierce,DT,25,72,340,"$540,000.00 ",NFL
Michael Roberts,TE,23,76,265,"$465,000.00 ",NFL
Michael Roberts,TE,23,76,265,"$465,000.00 ",NFL
Michael Schofield,OT,27,78,301,"$1,797,000.00 ",NFL
Michael Thomas,WR,23,73,195," PlayerMichael Thomas    $1,797,000 Michael Thomas      $682,681 Name: Cap Hit, dtype: object ",NFL
Michael Thomas,WR,24,75,212," PlayerMichael Thomas    $1,797,000 Michael Thomas      $682,681 Name: Cap Hit, dtype: object ",NFL
Michael Wilhoite,LB,31,72,245,"$800,000.00 ",NFL
Mike Adams,S,36,71,205,"$1,000,000.00 ",NFL
Mike Daniels,DT,28,72,310,"$2,100,000.00 ",NFL
Mike Davis,RB,24,69,217,"$437,647.00 ",NFL
Mike Evans,WR,24,77,231,"$690,000.00 ",NFL
Mike Gillislee,RB,27,71,219,"$1,500,000.00 ",NFL
Mike Glennon,QB,28,78,229,"$8,000,000.00 ",NFL
Mike Hilton,CB,23,69,184,"$465,000.00 ",NFL
Mike Iupati,G,30,77,331,"$8,000,000.00 ",NFL
Mike Jordan,CB,25,73,200,"$540,000.00 ",NFL
Mike Mitchell,S,30,73,221,"$5,000,000.00 ",NFL
Mike Nugent,PK,35,70,190,"$235,294.00 ",NFL
Mike Pennel,DT,26,76,332,"$690,000.00 ",NFL
Mike Remmers,OT,28,77,310,"$1,400,000.00 ",NFL
Mike Remmers,OT,28,77,310,"$1,400,000.00 ",NFL
Mike Tolbert,FB,32,69,250,"$900,000.00 ",NFL
Mike Wallace,WR,31,72,200,"$4,750,000.00 ",NFL
Mike Williams,WR,23,75,220,"$465,000.00 ",NFL
Mike Windt,LS,31,73,237,"$900,000.00 ",NFL
Miles Killebrew,S,24,74,222,"$540,000.00 ",NFL
Miles Killebrew,S,24,74,222,"$540,000.00 ",NFL
Mitch Morse,C,25,78,305,"$834,826.00 ",NFL
Mitch Unrein,DE,30,76,301,"$1,000,000.00 ",NFL
Mitchell Loewen,DE,24,77,275,"$465,000.00 ",NFL
Mitchell Schwartz,OT,28,77,320,"$4,900,000.00 ",NFL
Mohamed Sanu,WR,28,74,210,"$6,000,000.00 ",NFL
Montae Nicholson,S,22,74,216,"$465,000.00 ",NFL
Montae Nicholson,S,22,74,216,"$465,000.00 ",NFL
Montravius Adams,DT,22,75,304,"$465,000.00 ",NFL
Morgan Burnett,S,28,73,209,"$4,750,000.00 ",NFL
Morgan Cox,LS,31,76,235,"$900,000.00 ",NFL
Morgan Fox,DE,23,75,275,"$540,000.00 ",NFL
Morgan Moses,OT,26,78,335,"$1,297,000.00 ",NFL
Morgan Moses,OT,26,78,335,"$1,297,000.00 ",NFL
Morris Claiborne,CB,27,71,192,"$2,500,000.00 ",NFL
Mose Frazier,WR,24,71,190,"$54,706.00 ",NFL
Muhammad Wilkerson,DE,28,76,315,"$14,750,000.00 ",NFL
Mychal Kendricks,LB,27,72,240,"$4,850,000.00 ",NFL
MyCole Pruitt,TE,25,74,243,"$144,706.00 ",NFL
Myles Garrett,DE,22,76,272,"$465,000.00 ",NFL
Myles Jack,LB,22,73,244,"$737,929.00 ",NFL
Najee Goode,LB,28,72,244,"$775,000.00 ",NFL
Nat Berhe,S,26,71,195,"$690,000.00 ",NFL
Nate Ebner,S,29,72,220,"$825,000.00 ",NFL
Nate Hairston,CB,23,72,195,"$465,000.00 ",NFL
Nate Orchard,DE,24,76,255,"$841,028.00 ",NFL
Nate Solder,OT,29,80,325,"$6,500,000.00 ",NFL
Nathan Gerry,LB,22,74,218,"$300,883.00 ",NFL
Nathan Peterman,QB,23,74,225,"$465,000.00 ",NFL
Nathan Stupar,LB,29,74,240,"$1,350,000.00 ",NFL
NaVorro Bowman,LB,29,72,242,"$3,000,000.00 ",NFL
Nazair Jones,DT,23,77,304,"$465,000.00 ",NFL
Neal Sterling,TE,25,76,257,"$615,000.00 ",NFL
Neiko Thorpe,CB,27,74,210,"$800,000.00 ",NFL
Nelson Agholor,WR,24,72,198,"$1,287,489.00 ",NFL
Nevin Lawson,CB,26,69,192,"$1,797,000.00 ",NFL
Nevin Lawson,CB,26,69,192,"$1,797,000.00 ",NFL
Nicholas Morrow,LB,22,72,216,"$465,000.00 ",NFL
Nick Bellore,LB,28,73,250,"$729,412.00 ",NFL
Nick Bellore,LB,28,73,250,"$729,412.00 ",NFL
Nick Boyle,TE,24,76,270,"$615,000.00 ",NFL
Nick Dzubnar,LB,26,73,240,"$542,647.00 ",NFL
Nick Easton,C,25,75,303,"$615,000.00 ",NFL
Nick Easton,C,25,75,303,"$615,000.00 ",NFL
Nick Foles,QB,28,78,243,"$1,000,000.00 ",NFL
Nick Folk,PK,33,73,222,"$1,000,000.00 ",NFL
Nick Kwiatkoski,LB,24,74,242,"$540,000.00 ",NFL
Nick Martin,C,24,76,300,"$667,044.00 ",NFL
Nick Novak,PK,36,72,200,"$688,235.00 ",NFL
Nick O'Leary,TE,25,75,252,"$615,000.00 ",NFL
Nick Perry,LB,27,75,265,"$1,300,000.00 ",NFL
Nick Rose,PK,23,74,200,"$300,882.00 ",NFL
Nick Sundberg,LS,30,72,256,"$900,000.00 ",NFL
Nick Sundberg,LS,30,72,256,"$900,000.00 ",NFL
Nick Vannett,TE,24,78,261,"$562,000.00 ",NFL
Nick Vigil,LB,24,74,240,"$540,000.00 ",NFL
Nick Williams,WR,27,70,184,"$690,000.00 ",NFL
Nickell Robey-Coleman,CB,25,68,178,"$775,000.00 ",NFL
Nigel Bradham,LB,28,74,241,"$4,000,000.00 ",NFL
Nigel Harris,LB,23,72,230,"$465,000.00 ",NFL
Niles Paul,TE,28,73,242,"$1,750,000.00 ",NFL
Niles Paul,TE,28,73,242,"$1,750,000.00 ",NFL
Noah Brown,WR,21,74,225,"$465,000.00 ",NFL
Noah Spence,DE,23,74,251,"$724,377.00 ",NFL
O.J. Howard,TE,23,78,251,"$465,000.00 ",NFL
Obi Melifonwu,S,23,76,224,"$348,000.00 ",NFL
Obum Gwacham,LB,26,77,246,"$470,294.00 ",NFL
Oday Aboushi,G,26,77,315,"$775,000.00 ",NFL
Olivier Vernon,DE,27,74,262,"$11,750,000.00 ",NFL
Olsen Pierre,DT,26,76,293,"$540,000.00 ",NFL
Orlando Scandrick,CB,30,70,195,"$3,000,000.00 ",NFL
Orleans Darkwa,RB,25,71,219,"$690,000.00 ",NFL
Orson Charles,TE,26,75,247,"$202,940.00 ",NFL
Otha Peters,LB,23,72,238,"$82,059.00 ",NFL
Otha Peters,LB,23,72,238,"$82,059.00 ",NFL
P.J. Williams,CB,24,72,196,"$640,000.00 ",NFL
Pat Elflein,C,23,74,303,"$465,000.00 ",NFL
Pat Elflein,C,23,74,303,"$465,000.00 ",NFL
Pat O'Donnell,P,26,76,217,"$690,000.00 ",NFL
Pat Sims,DT,32,74,330,"$1,000,000.00 ",NFL
Patrick Chung,S,30,71,215,"$2,500,000.00 ",NFL
Patrick DiMarco,FB,28,73,234,"$1,300,000.00 ",NFL
Patrick Murray,PK,26,67,182,"$381,176.00 ",NFL
Patrick Omameh,G,28,76,327,"$775,000.00 ",NFL
Patrick Onwuasor,LB,25,72,227,"$540,000.00 ",NFL
Patrick Peterson,CB,27,73,203,"$9,750,000.00 ",NFL
Patrick Ricard,DE,23,75,304,"$465,000.00 ",NFL
Patrick Robinson,CB,30,71,191,"$775,000.00 ",NFL
Paul Dawson,LB,24,72,240,"$95,294.00 ",NFL
Paul Perkins,RB,23,71,213,"$540,000.00 ",NFL
Paul Posluszny,LB,33,74,232,"$3,950,000.00 ",NFL
Paul Richardson,WR,25,72,183,"$1,062,659.00 ",NFL
Paul Worrilow,LB,27,72,230,"$2,000,000.00 ",NFL
Paul Worrilow,LB,27,72,230,"$2,000,000.00 ",NFL
Pernell McPhee,LB,29,75,269,"$6,950,000.00 ",NFL
Pete Robertson,LB,25,74,243,"$164,118.00 ",NFL
Pete Robertson,LB,25,74,243,"$164,118.00 ",NFL
Peyton Barber,RB,23,71,225,"$540,000.00 ",NFL
Peyton Thompson,S,27,70,184,"$690,000.00 ",NFL
Pharaoh Brown,TE,23,77,246,"$54,706.00 ",NFL
Pharoh Cooper,WR,22,71,207,"$540,000.00 ",NFL
Phil Dawson,PK,42,71,200,"$2,000,000.00 ",NFL
Philip Rivers,QB,36,77,228,"$11,000,000.00 ",NFL
Phillip Dorsett,WR,24,70,185,"$1,174,583.00 ",NFL
Phillip Gaines,CB,26,72,193,"$700,000.00 ",NFL
Pierre Desir,CB,27,74,198,"$690,000.00 ",NFL
Pierre Garcon,WR,31,72,211,"$3,675,000.00 ",NFL
Pita Taumoepenu,LB,23,73,245,"$465,000.00 ",NFL
Preston Brown,LB,25,73,251,"$1,762,000.00 ",NFL
Preston Smith,LB,25,77,265,"$960,395.00 ",NFL
Preston Smith,LB,25,77,265,"$960,395.00 ",NFL
Prince Amukamara,CB,28,72,204,"$3,500,000.00 ",NFL
Quandre Diggs,CB,24,69,200,"$615,000.00 ",NFL
Quandre Diggs,CB,24,69,200,"$615,000.00 ",NFL
Quincy Wilson,CB,21,72,206,"$465,000.00 ",NFL
Quinten Rollins,CB,25,71,195,"$775,233.00 ",NFL
Quintin Demps,S,32,71,216,"$2,500,000.00 ",NFL
Quinton Dial,DT,27,77,318,"$775,001.00 ",NFL
Quinton Dunbar,CB,25,74,197,"$615,000.00 ",NFL
Quinton Dunbar,CB,25,74,197,"$615,000.00 ",NFL
Quinton Jefferson,DT,24,76,291,"$412,941.00 ",NFL
Rafael Bush,S,30,71,203,"$775,000.00 ",NFL
Raheem Mostert,RB,25,70,197,"$615,000.00 ",NFL
Rakeem Nunez-Roches,DT,24,74,307,"$615,000.00 ",NFL
Ramik Wilson,LB,25,74,237,"$615,000.00 ",NFL
Ramon Foster,G,31,77,328,"$2,675,000.00 ",NFL
Ramon Humber,LB,30,71,232,"$900,000.00 ",NFL
Randall Cobb,WR,27,70,192,"$8,600,000.00 ",NFL
Randall Telfer,TE,25,76,250,"$540,000.00 ",NFL
Randy Bullock,PK,28,69,214,"$775,000.00 ",NFL
Rashaad Coward,DT,23,77,320,"$109,412.00 ",NFL
Rashaan Melvin,CB,28,74,196,"$775,000.00 ",NFL
Rashard Higgins,WR,23,73,198,"$508,224.00 ",NFL
Rashard Robinson,CB,22,73,177,"$540,000.00 ",NFL
Rashod Hill,OT,25,78,313,"$540,000.00 ",NFL
Rashod Hill,OT,25,78,313,"$540,000.00 ",NFL
Rasul Douglas,CB,23,74,209,"$465,000.00 ",NFL
Ray-Ray Armstrong,LB,26,75,220,"$294,118.00 ",NFL
Rayshawn Jenkins,S,23,73,220,"$465,000.00 ",NFL
Rees Odhiambo,G,25,76,315,"$553,000.00 ",NFL
Reggie Gilbert,LB,24,75,261,"$54,706.00 ",NFL
Reggie Nelson,S,34,71,210,"$2,750,000.00 ",NFL
Reggie Porter,CB,23,71,185,"$410,295.00 ",NFL
Reggie Ragland,LB,24,73,252,"$715,517.00 ",NFL
Reid Ferguson,LS,23,73,244,"$465,000.00 ",NFL
Reuben Foster,LB,23,73,228,"$465,000.00 ",NFL
Rex Burkhead,RB,27,70,210,"$1,800,000.00 ",NFL
Rhett Ellison,TE,29,77,255,"$975,000.00 ",NFL
Ricardo Allen,S,26,69,186,"$615,000.00 ",NFL
Ricardo Louis,WR,23,74,215,"$540,000.00 ",NFL
Richard Ash,DT,25,75,320,"$349,415.00 ",NFL
Richard Rodgers,TE,25,76,257,"$1,787,000.00 ",NFL
Richard Sherman,CB,29,75,195,"$11,431,000.00 ",NFL
Richie Incognito,G,34,75,319,"$3,175,000.00 ",NFL
Rick Lovato,LS,25,74,249,"$540,000.00 ",NFL
Ricky Seals-Jones,TE,22,77,243,"$410,294.00 ",NFL
Rigoberto Sanchez,P,23,71,195,"$465,000.00 ",NFL
Riley Bullough,LB,24,74,228,"$82,059.00 ",NFL
Riley Reiff,OT,29,78,305,"$6,200,000.00 ",NFL
Riley Reiff,OT,29,78,305,"$6,200,000.00 ",NFL
Rob Gronkowski,TE,28,78,265,"$4,250,000.00 ",NFL
Robbie Gould,PK,35,72,190,"$1,500,000.00 ",NFL
Robby Anderson,WR,24,75,190,"$540,000.00 ",NFL
Robert Alford,CB,29,70,186,"$2,000,000.00 ",NFL
Robert Ayers,DE,32,75,275,"$4,000,000.00 ",NFL
Robert Davis,WR,22,75,217,"$109,412.00 ",NFL
Robert Davis,WR,22,75,217,"$109,412.00 ",NFL
Robert Golden,S,27,71,202,"$1,465,000.00 ",NFL
Robert McClain,CB,29,69,195,"$775,000.00 ",NFL
Robert Nkemdiche,DT,23,76,296,"$840,936.00 ",NFL
Robert Quinn,LB,27,76,250,"$6,161,616.00 ",NFL
Robert Thomas,DT,26,73,331,"$540,000.00 ",NFL
Robert Turbin,RB,28,70,216,"$800,000.00 ",NFL
Robert Woods,WR,25,72,193,"$3,000,000.00 ",NFL
Rod Smith,RB,25,75,235,"$615,000.00 ",NFL
Rodger Saffold,G,29,77,325,"$4,847,233.00 ",NFL
Rodney Coe,DT,24,75,305,"$136,765.00 ",NFL
Rodney Coe,DT,24,75,305,"$136,765.00 ",NFL
Rodney Gunter,DT,25,77,305,"$615,000.00 ",NFL
Rodney Hudson,C,28,74,300,"$6,500,000.00 ",NFL
Rodney McLeod,S,27,70,195,"$775,000.00 ",NFL
Roger Lewis,WR,24,72,203,"$540,000.00 ",NFL
Romeo Okwara,DE,22,76,271,"$540,000.00 ",NFL
Ron Parker,S,30,72,206,"$3,900,000.00 ",NFL
Ronald Darby,CB,23,71,193,"$800,426.00 ",NFL
Ronald Martin,S,24,74,220,"$72,353.00 ",NFL
Ronnie Stanley,OT,23,78,320,"$1,381,106.00 ",NFL
Rontez Miles,S,29,72,203,"$615,000.00 ",NFL
Roosevelt Nix,FB,25,71,248,"$615,000.00 ",NFL
Ross Cockrell,CB,26,72,191,"$1,000,000.00 ",NFL
Ross Travis,TE,24,79,235,"$540,000.00 ",NFL
Roy Robertson-Harris,DE,24,79,294,"$465,000.00 ",NFL
Rudy Ford,S,23,71,204,"$465,000.00 ",NFL
Russell Bodine,C,25,75,308,"$1,797,000.00 ",NFL
Russell Okung,OT,30,77,310,"$3,000,000.00 ",NFL
Russell Shepard,WR,27,73,195,"$1,100,000.00 ",NFL
Russell Wilson,QB,29,71,215,"$12,600,000.00 ",NFL
Ryan Allen,P,27,74,220,"$1,200,000.00 ",NFL
Ryan Anderson,LB,23,74,253,"$465,000.00 ",NFL
Ryan Anderson,LB,23,74,253,"$465,000.00 ",NFL
Ryan Davis,DE,28,74,260,"$775,000.00 ",NFL
Ryan Fitzpatrick,QB,35,74,223,"$1,750,000.00 ",NFL
Ryan Glasgow,DT,24,75,302,"$465,000.00 ",NFL
Ryan Grant,WR,27,72,204,"$690,000.00 ",NFL
Ryan Grant,WR,27,72,204,"$690,000.00 ",NFL
Ryan Griffin,QB,28,77,210,"$875,000.00 ",NFL
Ryan Griffin,TE,27,78,255,"$875,000.00 ",NFL
Ryan Groy,G,27,77,320,"$1,500,000.00 ",NFL
Ryan Hewitt,TE,26,76,255,"$1,700,000.00 ",NFL
Ryan Jensen,G,26,76,319,"$1,797,000.00 ",NFL
Ryan Kalil,C,32,74,300,"$3,000,000.00 ",NFL
Ryan Kelly,C,24,76,309,"$925,045.00 ",NFL
Ryan Kerrigan,LB,29,76,259,"$8,250,000.00 ",NFL
Ryan Kerrigan,LB,29,76,259,"$8,250,000.00 ",NFL
Ryan Malleck,TE,24,76,249,"$54,706.00 ",NFL
Ryan Mallett,QB,29,78,250,"$1,000,000.00 ",NFL
Ryan Murphy,S,25,73,214,"$82,059.00 ",NFL
Ryan Quigley,P,27,74,205,"$775,000.00 ",NFL
Ryan Quigley,P,27,74,205,"$775,000.00 ",NFL
Ryan Ramczyk,OT,23,77,314,"$465,000.00 ",NFL
Ryan Russell,DE,25,77,275,"$615,000.00 ",NFL
Ryan Schraeder,OT,29,79,300,"$1,000,000.00 ",NFL
Ryan Shazier,LB,25,73,230,"$1,716,438.00 ",NFL
Ryan Smith,CB,24,71,189,"$540,000.00 ",NFL
Ryan Switzer,WR,23,68,185,"$465,000.00 ",NFL
Sam Acho,LB,29,75,259,"$775,000.00 ",NFL
Sam Bradford,QB,30,76,224,"$14,000,000.00 ",NFL
Sam Bradford,QB,30,76,224,"$14,000,000.00 ",NFL
Sam Ficken,PK,25,73,191,"$54,706.00 ",NFL
Sam Koch,P,35,73,222,"$2,300,000.00 ",NFL
Sam Martin,P,27,73,211,"$2,225,000.00 ",NFL
Sam Martin,P,27,73,211,"$2,225,000.00 ",NFL
Sam Tevi,OT,23,77,315,"$465,000.00 ",NFL
Samaje Perine,RB,22,70,236,"$465,000.00 ",NFL
Samaje Perine,RB,22,70,236,"$465,000.00 ",NFL
Sammie Coates,WR,24,73,212,"$615,000.00 ",NFL
Sammy Watkins,WR,24,73,211,"$690,000.00 ",NFL
Samson Ebukam,LB,22,75,240,"$465,000.00 ",NFL
Scooby Wright,LB,23,72,240,"$412,945.00 ",NFL
Scott Tolzien,QB,30,74,215,"$1,750,000.00 ",NFL
Sealver Siliga,DT,27,74,345,"$800,000.00 ",NFL
Sean Culkin,TE,24,77,255,"$465,000.00 ",NFL
Sean Davis,S,24,73,202,"$635,771.00 ",NFL
Sean Lee,LB,31,74,245,"$1,300,000.00 ",NFL
Sean Mannion,QB,25,78,231,"$730,037.00 ",NFL
Sean McGrath,TE,30,77,259,"$615,000.00 ",NFL
Sean Smith,CB,30,75,220,"$5,000,000.00 ",NFL
Sean Spence,LB,27,71,231,"$729,412.00 ",NFL
Sean Weatherspoon,LB,30,74,244,"$455,882.00 ",NFL
Seantrel Henderson,OT,25,79,331,"$487,058.00 ",NFL
Senio Kelemete,C,27,75,300,"$1,275,000.00 ",NFL
Seth Roberts,WR,26,74,195,"$615,000.00 ",NFL
Shalom Luani,S,23,71,202,"$465,000.00 ",NFL
Shamar Stephen,DT,26,77,310,"$1,797,000.00 ",NFL
Shamar Stephen,DT,26,77,310,"$1,797,000.00 ",NFL
Shamarko Thomas,S,26,69,205,"$592,647.00 ",NFL
Shane Lechler,P,41,74,240,"$1,500,000.00 ",NFL
Shane Smith,TE,24,73,241,"$465,000.00 ",NFL
Shane Vereen,RB,28,70,205,"$2,150,000.00 ",NFL
Shaq Lawson,DE,23,75,267,"$917,226.00 ",NFL
Shaq Mason,G,24,73,310,"$615,000.00 ",NFL
Shaq Thompson,LB,23,72,230,"$1,235,793.00 ",NFL
Shaquill Griffin,CB,22,72,198,"$465,000.00 ",NFL
Shareece Wright,CB,30,71,184,"$800,000.00 ",NFL
Sharrod Neasman,S,26,71,213,"$540,000.00 ",NFL
Shawn Lauvao,G,30,75,308,"$4,000,000.00 ",NFL
Shawn Lauvao,G,30,75,308,"$4,000,000.00 ",NFL
Sheldon Day,DT,23,73,294,"$540,000.00 ",NFL
Sheldon Rankins,DT,23,74,305,"$1,031,893.00 ",NFL
Sheldon Richardson,DT,27,75,295,"$8,069,000.00 ",NFL
Shelton Gibson,WR,22,71,191,"$465,000.00 ",NFL
Sherrick McManis,CB,30,73,193,"$1,000,000.00 ",NFL
Shilique Calhoun,LB,25,76,251,"$381,176.00 ",NFL
Shon Coleman,OT,26,79,310,"$568,000.00 ",NFL
Solomon Thomas,DE,22,74,256,"$465,000.00 ",NFL
Spencer Drango,G,25,78,315,"$540,000.00 ",NFL
Spencer Long,C,27,77,318,"$1,787,000.00 ",NFL
Spencer Long,C,27,77,318,"$1,787,000.00 ",NFL
Spencer Paysinger,LB,29,72,249,"$182,353.00 ",NFL
Spencer Pulley,C,24,76,308,"$540,000.00 ",NFL
Stacy Coley,WR,23,72,195,"$465,000.00 ",NFL
Stacy Coley,WR,23,72,195,"$465,000.00 ",NFL
Stacy McGee,DT,27,75,341,"$2,250,000.00 ",NFL
Stacy McGee,DT,27,75,341,"$2,250,000.00 ",NFL
Star Lotulelei,DT,28,74,315,"$6,757,000.00 ",NFL
Stefen Wisniewski,G,28,75,305,"$775,000.00 ",NFL
Stefon Diggs,WR,24,72,191,"$615,000.00 ",NFL
Stefon Diggs,WR,24,72,191,"$615,000.00 ",NFL
Stephen Anderson,TE,24,75,230,"$540,000.00 ",NFL
Stephen Gostkowski,PK,33,73,215,"$2,700,000.00 ",NFL
Stephen Paea,DT,29,73,295,"$1,000,000.00 ",NFL
Stephen Weatherly,DE,23,77,265,"$540,000.00 ",NFL
Stephen Weatherly,DE,23,77,265,"$540,000.00 ",NFL
Stephon Gilmore,CB,27,73,190,"$4,500,000.00 ",NFL
Stephon Tuitt,DE,24,78,303,"$1,000,000.00 ",NFL
Sterling Moore,CB,27,70,202,"$775,000.00 ",NFL
Sterling Shepard,WR,23,70,201,"$720,208.00 ",NFL
Stevan Ridley,RB,28,71,220,"$592,644.00 ",NFL
Steve Longa,LB,23,72,240,"$465,000.00 ",NFL
Steve Longa,LB,23,72,240,"$465,000.00 ",NFL
Steve McLendon,DT,31,75,310,"$2,875,000.00 ",NFL
Steven Johnson,LB,29,73,237,"$729,412.00 ",NFL
Steven Means,DE,27,75,263,"$690,000.00 ",NFL
Steven Nelson,CB,24,71,194,"$618,500.00 ",NFL
Steven Terrell,DB,27,70,197,"$690,000.00 ",NFL
T.J. Clemmings,OT,26,77,309,"$615,000.00 ",NFL
T.J. Clemmings,OT,26,77,309,"$615,000.00 ",NFL
T.J. Green,S,22,75,211,"$639,420.00 ",NFL
T.J. Johnson,C,27,76,295,"$1,300,000.00 ",NFL
T.J. Lang,G,30,76,315,"$3,000,000.00 ",NFL
T.J. Lang,G,30,76,315,"$3,000,000.00 ",NFL
T.J. Ward,S,31,70,200,"$3,000,000.00 ",NFL
T.J. Watt,LB,23,76,252,"$465,000.00 ",NFL
T.J. Yates,QB,30,76,217,"$410,294.00 ",NFL
T.J. Yeldon,RB,24,73,223,"$972,617.00 ",NFL
T.Y. Hilton,WR,28,69,178,"$8,000,000.00 ",NFL
Taco Charlton,DE,23,77,270,"$465,000.00 ",NFL
Tahir Whitehead,LB,27,74,241,"$3,050,000.00 ",NFL
Tahir Whitehead,LB,27,74,241,"$3,050,000.00 ",NFL
Taiwan Jones,RB,29,72,195,"$775,000.00 ",NFL
Takkarist McKinley,DE,22,74,250,"$465,000.00 ",NFL
Tamba Hali,LB,34,75,275,"$5,750,000.00 ",NFL
Tank Carradine,DE,27,76,270,"$1,100,000.00 ",NFL
Tanner McEvoy,WR,24,78,230,"$540,000.00 ",NFL
Tanner Vallejo,LB,23,73,228,"$465,000.00 ",NFL
Tanoh Kpassagnon,LB,23,79,289,"$465,000.00 ",NFL
Tanzel Smart,DT,23,73,290,"$465,000.00 ",NFL
Taquan Mizzell,RB,24,70,180,"$465,000.00 ",NFL
Tarell Basham,LB,23,76,266,"$465,000.00 ",NFL
Tarik Cohen,RB,22,66,181,"$465,000.00 ",NFL
Tashaun Gipson,S,27,71,212,"$5,000,000.00 ",NFL
Tashawn Bower,DE,22,76,250,"$465,000.00 ",NFL
Tashawn Bower,DE,22,76,250,"$465,000.00 ",NFL
Tavarres King,WR,27,73,192,"$487,059.00 ",NFL
